PDF Link,Document Title,Interactive vs Reactive,History,Mapping Strategy,Emotional Model,N,Emotion Critical ,Purpose,Project Stage,What Robot,Abstract,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,ISSN,ISBNs,DOI,Funding Information,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4376565,Research on Virtual Emotional Human System,Markovain emotional model,Y,User Emotion to emotion output,Eckman,6,Core,General Interaction,Prototype,Digital,"Virtual emotional human system (VEHS) can be widely applied in game role and computer interface performance enhancement. Artificial emotion, as a branch of AI, is aimed at endowing robot with various emotions such as sorrow and happiness. So it becomes a more and more attractive research field than before and will be an advanced stage for AI. The research frame of (VEHS) is represented in this paper. And the emotional model, method and realization technology are also investigated. The model was set up combined six dimension emotional space with hidden Markov chains, which can be trained by the verbal and nonverbal information from a multiple databases. Furthermore a rudiment of VEHS was formed based on this model and evolved later from the communication with outside gradually. A simulation has been developed and the results are encouraging. It is expected to be applied into the interface between human and machine in the future.",Li Peng; X. Wang; S. Zhu; X. Gu,"College of Communication and Control Engineering, Southern Yangtze University, Wuxi, P.R.China, 214122. Pengli@sytu.edu.cn; College of Communication and Control Engineering, Southern Yangtze University, Wuxi, P.R.China, 214122; College of Communication and Control Engineering, Southern Yangtze University, Wuxi, P.R.China, 214122; School of Information Engineering, Hebei polytechnical University, Tangshan 063009",2007 IEEE International Conference on Control and Automation,,2007,,,1268,1272,,,,,artificial emotion;emotional model with hidden Marko;virtual emotional human system (VEHS),Humans;Hidden Markov models;Artificial intelligence;Computer interfaces;Automatic control;Cognitive science;Machine intelligence;Space technology;Application software;Communication system control,artificial intelligence;hidden Markov models,virtual emotional human system;computer interface perfermance enhancemnet;artificial emotion;realization technology;hidden Markov chains,,,13,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843206,Respect Your Emotion: Human-Multi-Robot Teaming based on Regret Decision Model,Rule-based - Computational Model,Y,Non-emotion stimuli to internal process,Custom Single (Regret),1,Component,General Interaction,Implemented and Evaluated,Digital,"Often, when modeling human decision-making behaviors in the context of human-robot teaming, the emotion aspect of human is ignored. Nevertheless, the influence of emotion, in some cases, is not only undeniable but beneficial. This work studies the human-like characteristics brought by regret emotion in one-human-multirobot teaming for the application of domain search. In such applications, the task management load is outsourced to the robots to reduce the human's workload, freeing the human to do more important work. The regret decision model is first used by each robot for deciding whether to request human service, then is extended for optimally queuing the requests from multiple robots. For the movement of the robots in the domain search, we designed a path planning algorithm based on dynamic programming for each robot. The simulation shows that the human-like characteristics, namely, risk-seeking and risk-aversion, indeed bring some appealing effects for balancing the workload and performance in the human-multi-robot team.",L. Jiang; Y. Wang,"Mechanical Engineering Department, Clemson University, Clemson, SC, 29634, USA; Mechanical Engineering Department, Clemson University, Clemson, SC, 29634, USA",2019 IEEE 15th International Conference on Automation Science and Engineering (CASE),,2019,,,936,941,,,,,,Robot kinematics;Robot sensing systems;Decision making;Task analysis;Intelligent agents,decision making;dynamic programming;human-robot interaction;mobile robots;motion control;multi-robot systems;path planning,one-human-multirobot teaming;domain search;regret decision model;human service;multiple robots;human-robot teaming;regret emotion;human decision-making behaviors;human-multirobot teaming;human-like characteristics;task management load;robot movement;path planning algorithm;dynamic programming;risk-seeking;risk-aversion;workload balancing,,,16,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6974092,Reward shaping for reinforcement learning by emotion expressions,Reinforcement Learning,N,Non-emotion stimuli to internal process,Binary,2,Core,Performance,Prototype,Digital,"In this paper, a non-expert learning system was proposed to guide the robots learn their behaviors by humans' emotional expressions. The proposed system used interval fuzzy type-2 algorithm to recognize the human's facial expressions, which were captured by a web camera. Furthermore, emotion value (E-value), generated based on non-expert human's facial expressions, was applied to the reinforcement learning to train robots. Two kinds of problems were experimented. One was the human being know the exact solution to train robots and could clearly observe good or bad choice robots had been made. The other one was human being did not know the exact solution but robots could still learn from human's experience. The experiment results show that no matter the learning environment could be clearly observed by human being or not, robots could learn from human's facial expressions by the proposed learning system.",K. S. Hwang; J. L. Ling; Y. Chen; W. Wang,"Department of Electrical Engineering, National Sun Yat-sen University, Kaoshiung, Taiwan; Department of Information Management, Shih Hsin University, Taipei 11678, Taiwan; Department of Electrical Engineering, National Chung Cheng University, Chiayi, Taiwan; Precision Machinery Research & Development Center, Taiwan","2014 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",,2014,,,1288,1293,,,,,emotion expression;fuzzy theory;intelligent robots;reinforcement learning,Robots;Learning (artificial intelligence);Mouth;Face recognition;Erbium;Learning systems;Shape,emotion recognition;face recognition;fuzzy set theory;human-robot interaction;image sensors;learning (artificial intelligence);robot vision,reward shaping;reinforcement learning;emotion expressions;nonexpert learning system;robot guidance;interval fuzzy type-2 algorithm;human facial expression recognition;web camera;emotion value;robot training,,,14,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7743957,RNN with Russell's circumplex model for emotion estimation and emotional gesture generation,RNN,N,User emotion to emotion output,Cicurmplex,NA,Core,General Interaction,Prototype,Digital,"Interactive Emotion Communication (IEC) has been proposed[1] and studied so far. IEC consists of three processes, recognition of human emotion, generation of robot emotion, and expression of robot emotion. Conventional studies designed those processes by hand one by one. This report proposes a comprehensive system that learns human emotion recognition and robot emotion expression both. The proposed system is a recurrent neural network introducing Russell's circumplex model explicitly and learns human emotion and corresponding motion pattern simultaneously. We show the validity of the proposed method through experiments.",T. Tsujimoto; Y. Takahashi; S. Takeuchi; Y. Maeda,"University of Fukui, Bunkyo 3-9-1, Fukui, Fukui, 910-8507, Japan; University of Fukui, Bunkyo 3-9-1, Fukui, Fukui, 910-8507, Japan; University of Fukui, Bunkyo 3-9-1, Fukui, Fukui, 910-8507, Japan; Institute of Technologists, 333 Maeya, Gyoda-city, Saitama 361-0038, Japan",2016 IEEE Congress on Evolutionary Computation (CEC),,2016,,,1427,1431,,,,,,Robots;Emotion recognition;Neurons;Recurrent neural networks;Context;IEC;Estimation,emotion recognition;image motion analysis;recurrent neural nets;robot vision,emotional gesture generation;emotion estimation;Russell's circumplex model;interactive emotion communication;IEC;human emotion recognition;robot emotion expression;recurrent neural network,,3,10,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7090383,ROBEE: A homeostatic-based social behavior controller for robots in Human-Robot Interaction experiments,Rule-based - Computational Model,,Human and external to emotion output ,Cicurmplex,NA,Component,General Interaction,Prototype,Nao,"This paper presents the development and implementation of Robee, a novel social behavior controller for robots with a focus on Human-Robot Interaction (HRI) studies. Using the homeostatic drive theory, Robee selects the behaviors in order to maintain the needs, mainly psychological and social, within an acceptable range. We propose a hybrid concept for the decision making process, which combines the hierarchical approach and Parallel-rooted, Ordered, Slip-stack Hierarchical (POSH) architecture. Emotions are mapped in a two-dimensional space consisting of valence and arousal. A joint attention HRI experiment with children and NAO robot has been conducted showing the usage of the controller. Robee is expected to be implemented in more robotic platforms.",H. Cao; P. G. Esteban; A. De Beir; R. Simut; G. Van de Perre; D. Lefeber; B. Vanderborght,"Vrije Universiteit Brussel, Robotics & Multibody Mechanics Research Group, Pleinlaan 2, 1050 Brussels, Belgium; Vrije Universiteit Brussel, Robotics & Multibody Mechanics Research Group, Pleinlaan 2, 1050 Brussels, Belgium; Vrije Universiteit Brussel, Robotics & Multibody Mechanics Research Group, Pleinlaan 2, 1050 Brussels, Belgium; Vrije Universiteit Brussel, Department of Clinical and Life Span Psychology Group, Pleinlaan 2, 1050 Brussels, Belgium; Vrije Universiteit Brussel, Robotics & Multibody Mechanics Research Group, Pleinlaan 2, 1050 Brussels, Belgium; Vrije Universiteit Brussel, Robotics & Multibody Mechanics Research Group, Pleinlaan 2, 1050 Brussels, Belgium; Vrije Universiteit Brussel, Robotics & Multibody Mechanics Research Group, Pleinlaan 2, 1050 Brussels, Belgium",2014 IEEE International Conference on Robotics and Biomimetics (ROBIO 2014),,2014,,,516,521,,,,,,Psychology;Joints;Robot sensing systems;Service robots;Aerospace electronics;Decision making,decision making;human-robot interaction;social aspects of automation,NAO robot;children;parallel-rooted ordered slip-stack hierarchical architecture;decision making process;homeostatic drive theory;Robee;human-robot interaction;homeostatic-based social behavior controller,,2,30,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6595215,Robot emotions generated and modulated by visual features of the environment,Reinforcement Learning,N,Non-emotion stimuli to internal process,Discrete Custom,7,Core,General Interaction,Prototype,DARwIn-OP,"Emotions are generated and modulated by many factors in the ever-changing surrounding environment. A new and challenging task is to emulate emotional responses on a robot that are caused by visual stimuli, such that the robot's responses mirror that of the human user. This paper presents the initial stage of an affective system that has been trained on-line using reinforcement learning to generate and modulate emotions. The inputs of the system comprise a subset of emotionally relevant visual features extracted from the environment: colours, fractal dimension, and facial pareidolia. These inputs are mapped onto an output that expresses the associated emotion in terms of language. Pilot experiments demonstrate how a humanoid robot tries to learn through interaction with a human companion to express emotions associated with different environmental scenes in a (near) human-like manner.",A. S. W. Wong; S. Nicklin; K. Hong; S. K. Chalup; P. Walla,"Newcastle Robotics Laboratory, School of Electrical Engineering and Computer Science, The University of Newcastle, Australia; Newcastle Robotics Laboratory, School of Electrical Engineering and Computer Science, The University of Newcastle, Australia; Newcastle Robotics Laboratory, School of Electrical Engineering and Computer Science, The University of Newcastle, Australia; Newcastle Robotics Laboratory, School of Electrical Engineering and Computer Science, The University of Newcastle, Australia; School of Psychology, Centre for Translational Neuroscience and Mental Health Research, The University of Newcastle, Australia",2013 IEEE Symposium on Computational Intelligence for Creativity and Affective Computing (CICAC),,2013,,,9,16,,,,,,Robots;Fractals;Image color analysis;Feature extraction;Visualization;Image edge detection;Detectors,emotion recognition;feature extraction;humanoid robots;human-robot interaction;learning (artificial intelligence),robot emotion;visual features;visual stimuli;reinforcement learning;feature color;fractal dimension;facial pareidolia;humanoid robot;environmental scene;human-like manner,,,43,,,,,IEEE,IEEE Conferences,,
,Robot Enabled Service Personalisation Based On Emotion Feedback,Fuzzy Rule Base,N,User Emotion to Internal Process,Binary,2,Core,General Interaction,Prototype,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4407000,Robot feeling formation based on image features,Rule-based - Computational Model,N,Non-emotion stimuli to internal process and emotion,Binary,2,Core,Performance,Prototype,Plat-F1,"Feeling and emotion are important to human being during his/her learning process, also valuable to be adopted into intelligent machines. This research presents a system which forms and expresses feelings of a robot. The vision information of robot is used and the environment features are categorized by a hierarchical SOM (Self-Organization Map). The proposed SOM here combines a feature map, an action map and a feeling map together, and the action policy of robot is modified by reinforcement learning rule, feeling degree is complicated by a dequantization algorithm. The experiments through computer simulation and an autonomous robot in the real environment showed robot's feelings formation process and its emotional actions.",Takashi Kuremoto; Tomoe Hano; Kunikazu Kobayashi; Masanao Obayashi,"Division of Electrical and Information Engineering, Graduate School of Yamaguchi University, Ube, Japan; Division of Electrical and Information Engineering, Graduate School of Yamaguchi University, Ube, Japan; Division of Electrical and Information Engineering, Graduate School of Yamaguchi University, Ube, Japan; Division of Electrical and Information Engineering, Graduate School of Yamaguchi University, Ube, Japan","2007 International Conference on Control, Automation and Systems",,2007,,,758,761,,,,,autonomous robot;emotional intelligence;feeling formation;image processing,Intelligent robots;Cognitive robotics;Learning systems;Computational intelligence;Orbital robotics;Robotics and automation;Humans;Robot vision systems;Psychology;Robot sensing systems,image classification;learning (artificial intelligence);mobile robots;robot vision;self-organising feature maps,intelligent machine;robot vision;hierarchical SOM;self-organization map;reinforcement learning rule;dequantization algorithm;image feature;autonomous robot feeling formation;robot emotional action;image classification,,3,8,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6470500,Robot Partner Development Using Emotional Model Based on Sensor Network,Rule-based - Computational Model,N,Non-emotion stimuli to emotion output ,Discrete Custom,4,Core,General Interaction,Prototype,iPhonoid,"This paper discusses the development of robot partner that can perform not only static conversation, but also can perform emotion expression by facial expression, gesture, and word expression using emotional model based on sensor network, therefore it can interact naturally with a person. Generally, the robot has sensors equipped inside it, however to express emotion the equipped sensors are not enough to grasp the necessary input information about the surrounding environmental situation. Therefore we propose a sensor network applied to the robot partner for estimating the environment states as input data, after that the acquired data is processed using emotional model to gain the desired emotional expression. In this paper, first we explain the concept of informationally structured space, robot partner that we are developing, and sensor network. Next, we explain the development of emotional model that consists of data acquisition from sensor network as an input and the model output such as face, gesture, and word expression. Finally, we conduct several experiments based on the proposed method, and discuss the ability of emotional model to develop robot partner that can perform emotional expression.",D. Tang; B. Yusuf; J. Botzheim; N. Kubota; I. A. Sulistijono,"Dept. of System Design, Tokyo Metropolitan University, 6-6 Asahigaoka, Hino, 191-0065, Japan; Dept. of System Design, Tokyo Metropolitan University, 6-6 Asahigaoka, Hino, 191-0065, Japan; Dept. of System Design, Tokyo Metropolitan University, 6-6 Asahigaoka, Hino, 191-0065, Japan; Dept. of System Design, Tokyo Metropolitan University, 6-6 Asahigaoka, Hino, 191-0065, Japan; Mechatronics Engineering Division, Department of Mechanical and Energy Engineering, Electronic Engineering Polytechnic Institute of Surabaya (EEPIS), Jalan Raya ITS Sukolilo, 60111, Indonesia","2012 IEEE Conference on Control, Systems & Industrial Informatics",,2012,,,196,201,,,,,intelligent robot;human robot interaction;emotional model;sensor network,Robot sensing systems;Image resolution;Internet,data acquisition;distributed sensors;emotion recognition;human-robot interaction;intelligent robots;state estimation,robot partner development;sensor network;static conversation;emotion expression;facial expression;gesture;word expression;emotional model;state estimation;data acquisition;human robot interaction;intelligent robot,,5,13,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=894574,Robot personalization based on the mental dynamics,Rule-based - Computational Model,N,Non-emotion stimuli to emotion output,Eckman Extension,12,Core ,General Interaction,Prototype,WE-3RIV,"The authors have been developing anthropomorphic head robots in order to develop a new head mechanisms and functions for a humanoid robot having the ability to communicate naturally with a human by expressing human like emotion. We developed the anthropomorphic head-eye robot ""WE-3RIV"" (Waseda Eye No.3 Refined IV) which has four sensations and facially expresses emotions in 2000. We have recently added the olfactory sensation and the facial color expression function to its previous model, WE-3RIII, and we improved and rebuilt its artificial psychological model that consists of a 3D mental space having pleasantness, activation and certainty axes. When the robot senses the stimulus, a mental vector moves in the mental space based upon a set of differential equations in the mathematical formulation. We named it ""equations of emotion. "" We also introduced the robot personality, which consists of the sensing personality and the expression personality. WE-3RIV was realized to express the mental state affected by various stimuli based on the equations of emotion and the robot personality.",H. Miwa; T. Umetsu; A. Takanishi; H. Takanobu,"Graduate Sch. of Sci. & Eng., Waseda Univ., Tokyo, Japan; NA; NA; NA",Proceedings. 2000 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2000) (Cat. No.00CH37113),,2000,1,,8,14 vol.1,,,,,,Robot kinematics;Humans;Humanoid robots;Robot sensing systems;Service robots;Orbital robotics;Anthropomorphism;Olfactory;Psychology;Manufacturing industries,robots;image sensors;tactile sensors;gas sensors;differential equations;motion control,robot personalization;mental dynamics;anthropomorphic head robots;humanoid robot;WE-3RIV;olfactory sensation;facial color expression function;artificial psychological model;3D mental space;stimulus;mental vector;equations of emotion;robot personality;sensing personality;expression personality,,5,13,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6628437,Robot recommender system using affection-based episode ontology for personalization,Rule-based - Computational Model,N,Human and external to emotion output and internal process,Custom Discrete,6,Core,General Interaction,Prototype,Engkey,"This paper proposes a robot recommender system, which uses a hybrid filtering method based on n-gram affective event model. Nowadays there are strong tendency to utilize a robot for educational services, which can provide educational contents to enhances individual student's motivation. However, the current service robots can be more holistic systems to offer personalized robotic services to satisfy every individuals by reflecting their preferences. Here, robotic service can be another field to meet personal need. Hybrid approaches of personalization technology that combine collaborative filtering approaches and content-based approaches are proposed over the last decade. Especially, n-gram based approaches are proposed to utilize sequential information from very large data sets. This paper suggests an extends affective event model and its n-gram model combining fact semantic knowledge, event episodic knowledge and emotion. To show the validity of the proposed approach, we applied the scenario of English learning. The experiment results shows that an educational service robot recommend two students as different content types, even though they miss same question.",G. H. Lim; S. W. Hong; I. Lee; I. H. Suh; M. Beetz,"Intelligent Autonomous Systems, Technische Universit√§t M√ºnchen, Munich, Germany; Department of Computer Science and Engineering, Hanyang University, Seoul, Korea; Department of Computer Science and Engineering, Hanyang University, Seoul, Korea; Department of Computer Science and Engineering, Hanyang University, Seoul, Korea; Institute for Artificial Intelligence, University of Bremen, Germany",2013 IEEE RO-MAN,,2013,,,155,160,,,,,,Ontologies;Semantics;Recommender systems;Collaboration;Games;Service robots,collaborative filtering;educational robots;recommender systems;service robots,educational service robot;semantic knowledge;event episodic knowledge;English learning;content-based approach;collaborative filtering approach;personalized robotic services;educational contents;educational services;n-gram affective event model;hybrid filtering method;affection-based episode ontology;robot recommender system,,1,31,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8932912,Robot Social Emotional Development through Memory Retrieval*,Rule-based - Computational Model,Y,Human and external to emotion output and internal process,Circumplex,NA,Core,General Interaction,Prototype,Pepper,"Robot emotion representation is gaining increasing attention to facilitate long-term human-robot interaction (HRI) in recent years. In particular, human-like robot emotion elicited through HRI is of great use in creating trust between humans and robots. In attempting to represent robot emotions that lead to gaining social acceptance, psychological studies of human emotion have been extensively performed. Among the various factors that affect the way people express their emotional competencies, we conjecture that two factors, social interaction and experience, can be considered important to elicit human emotions, and therefore can be used to represent robot emotions. We believe that social and developmental interaction paradigms, such as social sharing and social referencing, can shape robot emotions toward promoting social acceptance. Besides, the robot's previous experience can be a key factor contributing to robot personality formation and development. In this paper, we not only focus on the modeling of two eliciting factors affecting the formation of robot emotion but also examine the decline of memory retention over time. Specifically, the relationship between emotion and memory is investigated to design a filter for the memory consolidation process and memory forgetting mechanism. The mechanism is used to enhance robot memory performance based on emotional salience and time parameters. Experiments were performed with a humanoid robot Pepper having verbal and non-verbal interactions with 24 human subjects. Participants rate their perception of the robot in terms of human-likeness, likeability, safety, and emotional expressions through a questionnaire. The results showed that most of the participants enjoyed interacting with the robot and they wished they could have more interactions in the future. They perceived safety and responded favorably toward the robot emotional expressions.",H. Bui; T. L. Q. Dang; N. Y. Chong,"Japan Advanced Institute of Science and Technology,School of Information Science,Ishikawa,Japan,923-1292; Japan Advanced Institute of Science and Technology,School of Information Science,Ishikawa,Japan,923-1292; Japan Advanced Institute of Science and Technology,School of Information Science,Ishikawa,Japan,923-1292",2019 7th International Conference on Robot Intelligence Technology and Applications (RiTA),,2019,,,46,51,,,,,,,emotion recognition;humanoid robots;human-robot interaction;mobile robots;psychology,robot social emotional development;robot emotion representation;human-robot interaction;social acceptance;human emotion;emotional competencies;social interaction paradigms;developmental interaction paradigms;robot personality formation;robot memory performance;humanoid robot Pepper;robot emotional expressions,,,21,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4568486,Robot with Emotion for Triggering Mixed-Initiative Interaction Planning,Factor table,N,Non-emotion stimuli to internal process and emotion,Custom Discrete,3,Core,General Interaction,Prototype,Digital,"Emotion is one of human communication' channels; and in this paper -as part of mixed-initiative-emotion is used for triggering user interaction. Three interaction-planning modes which agglutinate seven interaction-types are introduced. This work shows how the existing framework changes by adding emotion to robot. For planning, scripts are used for the implementation of the ideas presented, where emotional expressions reduces the number of interactions.",M. Acosta; D. Kang; H. Choi,"Sch. of Eng., Inf. & Commun. Univ., Daejeon; Sch. of Eng., Inf. & Commun. Univ., Daejeon; Sch. of Eng., Inf. & Commun. Univ., Daejeon",2008 IEEE 8th International Conference on Computer and Information Technology Workshops,,2008,,,98,103,,,,,,Human robot interaction;Cognitive robotics;Service robots;Orbital robotics;Communication channels;Robotics and automation;Interleaved codes;Information technology;Conferences;Technology planning,man-machine systems;planning;robots,mixed-initiative interaction planning modes;human communication channels;mixed-initiative-emotion;triggering user interaction;robot emotion,,,22,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5680043,Robot's behavior expressions according to the sentence types and emotions with modification by personality,Factor table,N,Non-emotion stimuli to emotion output,Custom Discrete,14,Core,General Interaction,Prototype,Silbot,"Expression has become one of important parts in human-robot interaction as an intuitive communication channel between humans and robots. However it is very difficult to construct robot's behaviors one by one. Developers consider how to make various motions of the robot easily. Therefore we propose an useful behavior expression method according to the sentence types and emotions. In this paper, robots express behaviors using motion sets of multi-modalities described as a combination of sentence types and emotions. In order to gather the data of multi-modal motion sets, we used video analysis of the actress for human modalities and did user-test for non-human modalities. We developed a behavior edit-toolkit to make and modify robot's behaviors easily. And also we proposed stereotyped actions according to the robot's personality for diversifying behavior expressions. Defined 25 behaviors based on the sentence types and emotions are applied to Silbot, a test-bed robot in CIR of Korea, and used for the English education.",Jong-Chan Park; Hyunsoo Song; Seongyong Koo; Young-Min Kim; Dong-Soo Kwon,"Department of Mechanical Engineering and Human-Robot Interaction Research Center, KAIST(Korea Advanced Institute of Science and Technology), Daejeon 305-701, Republic of Korea; M.E. and HRI Research Center, KAIST, Daejeon, Republic of Korea; M.E. and HRI Research Center, KAIST, Daejeon, Republic of Korea; M.E. and HRI Research Center, KAIST, Daejeon, Republic of Korea; M.E. and HRI Research Center, KAIST, Daejeon, Republic of Korea",2010 IEEE Workshop on Advanced Robotics and its Social Impacts,,2010,,,105,110,,,,,,Humans;Software;Mobile robots;Synchronization;Wheels;Context,behavioural sciences;human-robot interaction;motion estimation;robot programming,human robot interaction;intuitive communication channel;robot behavior;behavior expression method;multimodal motion;video analysis;behavior edit toolkit;Korea;CIR;Silbot;English education;sentence types;emotions;robot personality,,,13,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5723386,"Robot's emotion generation model for transition and diversity using energy, entropy, and homeostasis concepts",Rule-based - Computational Model,N,User Emotion to emotion output,Eckman,6,Core,General Interaction,Prototype,Digital,"Abstract-This study is for describing a robot's emotion generation and transition by introducing concepts of energy, entropy, and homeostasis. Robot has been deeply involved to the human society, and required social roles to interact with people personally, socially, and universally. So a lot of researchers have been studied how a robot can generate their own emotions. Among several approaches to explain the emotional structure, the dimensional approach based on factors of pleasure and arousal is used due to the merit of the interpolation between emotions in an emotional space. Specifically, Circumplex model is used which has also two factors: pleasure and arousal, and this model indicates how emotions are distributed in the two-dimensional plane. Two kinds of energy states: mental energy and physical energy are introduced by the definition of psychological energy from psychodynamics. Then these two energy states are matched to pleasure and arousal respectively. First, the mental energy is updated by the result of Prospect theory which measures the value of gain and loss as pleasure factor. And the physical energy is updated by the result of the hedonic scaling which measures the levels of arousal from pleasure, and by the intensity of stimuli. Then each energy state is fed by entropy and homeostasis. The feedback loop by entropy is to satisfy the 2nd law of thermodynamics, and the feedback loop by homeostasis is to satisfy the property of a living system. The energy states generated by stimuli and fed by entropy and homeostasis take a position in the plane of Circumplex model. And distances between the current position and other emotions are computed to get a level of each emotion, proportional to the inverse of the distance. Finally, for the experimental result, only Ekman's six basic emotions were expressed by the face simulator, FRESi to which LDAEM is applied.",W. H. Lee; J. W. Park; W. H. Kim; J. C. Kim; M. J. Chung,"Department of Electrical Engineering, KAIST, Daejeon 305-701, Rep. of Korea; Department of Electrical Engineering, KAIST, Daejeon 305-701, Rep. of Korea; Department of Electrical Engineering, KAIST, Daejeon 305-701, Rep. of Korea; Department of Electrical Engineering, KAIST, Daejeon 305-701, Rep. of Korea; Department of Electrical Engineering, KAIST, Daejeon 305-701, Rep. of Korea",2010 IEEE International Conference on Robotics and Biomimetics,,2010,,,555,560,,,,,,Energy states;Entropy;Robots;Biological system modeling;Mathematical model;Loss measurement;Humans,entropy;feedback;human-robot interaction,robot emotion generation model;homeostasis concepts;energy concepts;entropy concepts;circumplex model;psychodynamics;prospect theory;feedback loop;FRESi;LDAEM,,1,19,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5326128,Robot's individual emotion generation model and action coloring according to the robot's personality,Factor table,N,Non-emotion stimuli to emotion output ,Custom Discrete,5,Core,General Interaction,Prototype,Kamero,"In order to achieve a believable interaction between humans and robots, synthesizing the reasonable and natural emotion is important. Furthermore, improving the adjustability of parameters' values in the model is essential for the designer of a robot. In this paper we developed a hybrid emotion generation architecture and defined the generalized context inputs of emotion generation model for convenient use by a robot designer. We also developed the personality model based on the Big-Five personality factors to generate the various emotions and action colorings. The personality model affected not only the intensity of the generated emotion, mood state, and emotion decay, but also the action selection of the robot. So, for each circumstance, the robot can show the distinct emotional state and modified actions, which we call action colorings. The developed emotion generation system is integrated into a robot which responds to the user's calling, and manages the schedule of the human.",J. Park; H. Kim; Y. Kim; D. Kwon,"Mechanical Engineering Department and Human-Robot Interaction Research Center, KAIST(Korea Advanced Institute of Science and Technology), Daejeon 305-701, Republic of Korea; M.E. and HRI Research Center, KAIST, Daejeon, Republic of Korea; M.E. and HRI Research Center, KAIST, Daejeon, Republic of Korea; M.E. and HRI Research Center, KAIST, Daejeon, Republic of Korea",RO-MAN 2009 - The 18th IEEE International Symposium on Robot and Human Interactive Communication,,2009,,,257,262,,,,,,Human robot interaction;Robot sensing systems;Context modeling;Character generation;Mood;Hybrid power systems;Intelligent robots;Nonhomogeneous media;Bayesian methods;Psychology,cognition;intelligent robots,emotion generation model;action coloring;hybrid emotion generation architecture;robot designer;big-five personality factors;emotion generation system,,9,24,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6376252,Robotic Emotional Expression Generation Based on Mood Transition and Personality Model,Rule-based - Computational Model,Y,User Emotion to emotion output,Circumplex,NA,Core,General Interaction,Implemented and Evaluated,Digital,"This paper presents a method of mood transition design of a robot for autonomous emotional interaction with humans. A 2-D emotional model is proposed to combine robot emotion, mood, and personality in order to generate emotional expressions. In this design, the robot personality is programmed by adjusting the factors of the five factor model proposed by psychologists. From Big Five personality traits, the influence factors of robot mood transition are determined. Furthermore, a method to fuse basic robotic emotional behaviors is proposed in order to manifest robotic emotional states via continuous facial expressions. An artificial face on a screen is a way to provide a robot with a humanlike appearance, which might be useful for human-robot interaction. An artificial face simulator has been implemented to show the effectiveness of the proposed methods. Questionnaire surveys have been carried out to evaluate the effectiveness of the proposed method by observing robotic responses to a user's emotional expressions. Preliminary experimental results on a robotic head show that the proposed mood state transition scheme appropriately responds to a user's emotional changes in a continuous manner.",M. Han; C. Lin; K. Song,"Department of Electrical Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Electrical Engineering, National Chiao Tung University, Hsinchu, Taiwan; Department of Electrical Engineering, National Chiao Tung University, Hsinchu, Taiwan",IEEE Transactions on Cybernetics,,2013,43,4,1290,1303,,,,,Emotional model;facial expression generation;facial expression recognition;robotic behavior fusion;robotic emotional interactions;robotic mood state transition,Mood;Robot kinematics;Humans;Emotion recognition;Prototypes;Face,emotion recognition;human-robot interaction;intelligent robots;sensor fusion,robotic emotional expression generation;autonomous emotional interaction;2-D emotional model;robot personality;five factor model;psychologists;big five personality traits;robot mood transition design;robotic emotional behavior fusion;robotic emotional states;continuous facial expression;humanlike appearance;human-robot interaction;artificial face simulator;robotic responses;user emotional expression;mood state transition scheme,"Affect;Cybernetics;Facial Expression;Humans;Models, Biological;Personality;Robotics",39,48,,,,,IEEE,IEEE Journals,,
